x,y,s,s_norm,track_yaw_rad,kappa,w_l,w_r,n_x,n_y
6.2822,-4.1741,13.1951,0.5411,2.7012,-0.5650,1.4450,0.7250,-0.4263,-0.9046
6.2377,-4.1523,13.2447,0.5431,2.6730,-0.5485,1.4350,0.7650,-0.4516,-0.8922
6.1937,-4.1293,13.2944,0.5451,2.6461,-0.5308,1.4250,0.7550,-0.4755,-0.8797
6.1503,-4.1051,13.3441,0.5472,2.6204,-0.5119,1.3850,0.7850,-0.4980,-0.8672
6.1074,-4.0798,13.3939,0.5492,2.5959,-0.4918,1.3450,0.8350,-0.5190,-0.8547
6.0651,-4.0534,13.4437,0.5513,2.5726,-0.4699,1.3450,0.8850,-0.5388,-0.8424
6.0233,-4.0260,13.4937,0.5533,2.5505,-0.4460,1.3350,0.9250,-0.5573,-0.8303
5.9821,-3.9977,13.5437,0.5554,2.5296,-0.4200,1.3250,0.9650,-0.5745,-0.8185
5.9413,-3.9685,13.5938,0.5574,2.5099,-0.3920,1.2550,1.0150,-0.5905,-0.8070
5.9011,-3.9385,13.6440,0.5595,2.4913,-0.3620,1.2250,1.0550,-0.6054,-0.7959
5.8614,-3.9077,13.6942,0.5615,2.4738,-0.3308,1.2050,1.0950,-0.6192,-0.7852
5.8222,-3.8763,13.7444,0.5636,2.4574,-0.2985,1.2050,1.1350,-0.6320,-0.7749
5.7835,-3.8442,13.7947,0.5657,2.4425,-0.2655,1.1650,1.1750,-0.6435,-0.7654
5.7452,-3.8116,13.8450,0.5677,2.4294,-0.2320,1.1250,1.2150,-0.6535,-0.7569
5.7073,-3.7784,13.8954,0.5698,2.4180,-0.1981,1.1250,1.2150,-0.6621,-0.7494
5.6697,-3.7449,13.9458,0.5719,2.4084,-0.1635,1.0550,1.2250,-0.6692,-0.7431
5.6324,-3.7110,13.9962,0.5739,2.4006,-0.1287,1.0450,1.2650,-0.6750,-0.7378
5.5953,-3.6768,14.0467,0.5760,2.3946,-0.0939,1.0050,1.3150,-0.6795,-0.7337
5.5583,-3.6425,14.0971,0.5781,2.3903,-0.0589,0.9450,1.3550,-0.6826,-0.7308
5.5215,-3.6079,14.1476,0.5801,2.3877,-0.0239,0.9650,1.3650,-0.6845,-0.7290
5.4847,-3.5734,14.1981,0.5822,2.3869,0.0109,0.9050,1.3850,-0.6850,-0.7285
5.4479,-3.5388,14.2486,0.5843,2.3879,0.0453,0.8550,1.4450,-0.6843,-0.7292
5.4110,-3.5043,14.2990,0.5863,2.3906,0.0793,0.8650,1.4250,-0.6824,-0.7310
5.3741,-3.4700,14.3495,0.5884,2.3951,0.1128,0.8250,1.4350,-0.6791,-0.7340
5.3370,-3.4358,14.3999,0.5905,2.4013,0.1454,0.7750,1.4850,-0.6745,-0.7383
5.2997,-3.4020,14.4503,0.5925,2.4093,0.1769,0.7250,1.4750,-0.6686,-0.7436
5.2621,-3.3685,14.5006,0.5946,2.4190,0.2069,0.7550,1.4750,-0.6613,-0.7501
5.2242,-3.3355,14.5509,0.5967,2.4304,0.2352,0.7050,1.4750,-0.6528,-0.7576
5.1859,-3.3029,14.6011,0.5987,2.4430,0.2614,0.6550,1.4850,-0.6431,-0.7658
5.1473,-3.2709,14.6513,0.6008,2.4569,0.2854,0.6050,1.4950,-0.6324,-0.7746
5.1082,-3.2395,14.7014,0.6028,2.4721,0.3068,0.6350,1.4950,-0.6206,-0.7842
5.0687,-3.2088,14.7515,0.6049,2.4886,0.3254,0.5850,1.5150,-0.6075,-0.7943
5.0287,-3.1788,14.8015,0.6069,2.5064,0.3410,0.5650,1.5350,-0.5933,-0.8050
4.9883,-3.1495,14.8514,0.6090,2.5255,0.3540,0.5650,1.5550,-0.5778,-0.8162
4.9472,-3.1211,14.9013,0.6110,2.5459,0.3644,0.5050,1.5150,-0.5611,-0.8277
4.9056,-3.0935,14.9512,0.6131,2.5664,0.3721,0.5250,1.5350,-0.5440,-0.8391
4.8635,-3.0668,15.0011,0.6151,2.5866,0.3771,0.4850,1.5650,-0.5269,-0.8499
4.8209,-3.0409,15.0510,0.6172,2.6066,0.3791,0.4550,1.5950,-0.5098,-0.8603
4.7777,-3.0159,15.1008,0.6192,2.6263,0.3777,0.4450,1.6050,-0.4928,-0.8702
4.7341,-2.9918,15.1507,0.6213,2.6458,0.3733,0.4450,1.6150,-0.4758,-0.8796
4.6900,-2.9685,15.2006,0.6233,2.6649,0.3661,0.4050,1.6350,-0.4588,-0.8885
4.6454,-2.9460,15.2505,0.6254,2.6838,0.3565,0.4350,1.6450,-0.4419,-0.8971
4.6004,-2.9244,15.3004,0.6274,2.7023,0.3448,0.4550,1.6650,-0.4253,-0.9051
4.5550,-2.9035,15.3504,0.6295,2.7199,0.3314,0.4150,1.6850,-0.4093,-0.9124
4.5093,-2.8834,15.4004,0.6315,2.7365,0.3167,0.4350,1.7050,-0.3941,-0.9191
4.4631,-2.8641,15.4504,0.6336,2.7522,0.3009,0.4550,1.6750,-0.3796,-0.9252
4.4166,-2.8454,15.5005,0.6356,2.7670,0.2846,0.4650,1.6950,-0.3659,-0.9307
4.3698,-2.8274,15.5507,0.6377,2.7808,0.2681,0.4850,1.6650,-0.3530,-0.9356
4.3227,-2.8100,15.6009,0.6397,2.7937,0.2516,0.5050,1.6350,-0.3409,-0.9401
4.2754,-2.7931,15.6511,0.6418,2.8057,0.2352,0.5150,1.6150,-0.3296,-0.9441
4.2278,-2.7768,15.7014,0.6438,2.8167,0.2193,0.5850,1.6450,-0.3192,-0.9477
4.1800,-2.7610,15.7518,0.6459,2.8269,0.2044,0.5950,1.6250,-0.3096,-0.9509
4.1320,-2.7456,15.8022,0.6480,2.8361,0.1908,0.6650,1.6050,-0.3008,-0.9537
4.0838,-2.7306,15.8526,0.6500,2.8444,0.1795,0.6850,1.5850,-0.2928,-0.9562
4.0355,-2.7161,15.9031,0.6521,2.8519,0.1706,0.7450,1.5650,-0.2857,-0.9583
3.9871,-2.7018,15.9536,0.6542,2.8585,0.1640,0.7550,1.5450,-0.2794,-0.9602
3.9386,-2.6878,16.0040,0.6563,2.8641,0.1590,0.8250,1.4750,-0.2739,-0.9618
3.8900,-2.6741,16.0545,0.6583,2.8691,0.1555,0.8850,1.4550,-0.2691,-0.9631
3.8414,-2.6607,16.1050,0.6604,2.8743,0.1534,0.9550,1.4450,-0.2641,-0.9645
3.7927,-2.6475,16.1554,0.6625,2.8801,0.1528,0.9650,1.4250,-0.2585,-0.9660
3.7440,-2.6346,16.2058,0.6645,2.8863,0.1536,1.0250,1.4150,-0.2525,-0.9676
3.6952,-2.6220,16.2562,0.6666,2.8931,0.1557,1.0950,1.3950,-0.2459,-0.9693
3.6463,-2.6098,16.3066,0.6687,2.9004,0.1592,1.1050,1.3850,-0.2389,-0.9710
3.5974,-2.5980,16.3569,0.6707,2.9082,0.1636,1.1150,1.3650,-0.2313,-0.9729
3.5484,-2.5866,16.4072,0.6728,2.9165,0.1685,1.1250,1.3550,-0.2232,-0.9748
3.4994,-2.5756,16.4575,0.6748,2.9253,0.1739,1.1350,1.3350,-0.2146,-0.9767
3.4503,-2.5650,16.5077,0.6769,2.9347,0.1796,1.1350,1.3250,-0.2054,-0.9787
3.4011,-2.5550,16.5579,0.6790,2.9446,0.1854,1.1450,1.3150,-0.1957,-0.9807
3.3519,-2.5454,16.6080,0.6810,2.9550,0.1912,1.1550,1.2450,-0.1855,-0.9826
3.3026,-2.5364,16.6581,0.6831,2.9659,0.1967,1.2150,1.2350,-0.1748,-0.9846
3.2532,-2.5279,16.7082,0.6851,2.9774,0.2017,1.2150,1.1750,-0.1634,-0.9866
3.2038,-2.5200,16.7582,0.6872,2.9894,0.2062,1.2250,1.1650,-0.1516,-0.9884
3.1543,-2.5127,16.8082,0.6892,3.0019,0.2100,1.2250,1.1550,-0.1392,-0.9903
3.1048,-2.5061,16.8582,0.6913,3.0143,0.2127,1.2350,1.1450,-0.1269,-0.9919
3.0552,-2.5000,16.9082,0.6933,3.0264,0.2144,1.2350,1.0850,-0.1150,-0.9934
3.0055,-2.4946,16.9582,0.6954,3.0380,0.2147,1.2450,1.0850,-0.1034,-0.9946
2.9558,-2.4897,17.0082,0.6974,3.0492,0.2134,1.2450,1.0750,-0.0923,-0.9957
2.9060,-2.4854,17.0581,0.6995,3.0600,0.2105,1.2450,1.0650,-0.0815,-0.9967
2.8561,-2.4815,17.1081,0.7015,3.0704,0.2062,1.2550,1.0650,-0.0711,-0.9975
2.8062,-2.4782,17.1581,0.7036,3.0804,0.2010,1.2550,1.0150,-0.0612,-0.9981
2.7563,-2.4754,17.2082,0.7056,3.0900,0.1949,1.2550,1.0050,-0.0516,-0.9987
2.7063,-2.4731,17.2582,0.7077,3.0992,0.1882,1.2550,1.0050,-0.0424,-0.9991
2.6563,-2.4712,17.3083,0.7097,3.1079,0.1807,1.2550,1.0050,-0.0337,-0.9994
2.6062,-2.4697,17.3583,0.7118,3.1163,0.1726,1.2650,1.0050,-0.0253,-0.9997
2.5561,-2.4686,17.4084,0.7138,3.1242,0.1639,1.2650,0.9950,-0.0174,-0.9998
2.5060,-2.4679,17.4586,0.7159,3.1318,0.1547,1.2650,0.9950,-0.0098,-1.0000
2.4558,-2.4676,17.5087,0.7180,3.1389,0.1452,1.2650,0.9450,-0.0027,-1.0000
2.4056,-2.4677,17.5589,0.7200,-3.1375,0.1355,1.3150,0.9450,0.0041,-1.0000
2.3554,-2.4680,17.6092,0.7221,-3.1312,0.1258,1.3150,0.9450,0.0104,-0.9999
2.3052,-2.4687,17.6594,0.7241,-3.1253,0.1161,1.3150,0.9450,0.0163,-0.9999
2.2549,-2.4697,17.7097,0.7262,-3.1198,0.1067,1.3150,0.8950,0.0218,-0.9998
2.2047,-2.4709,17.7599,0.7283,-3.1146,0.0977,1.3050,0.9050,0.0270,-0.9996
2.1544,-2.4724,17.8103,0.7303,-3.1099,0.0892,1.3050,0.9050,0.0317,-0.9995
2.1041,-2.4741,17.8606,0.7324,-3.1056,0.0813,1.3050,0.9050,0.0360,-0.9994
2.0538,-2.4760,17.9109,0.7344,-3.1016,0.0735,1.3050,0.9050,0.0399,-0.9992
2.0035,-2.4781,17.9613,0.7365,-3.0981,0.0658,1.3050,0.9050,0.0435,-0.9991
1.9532,-2.4804,18.0116,0.7386,-3.0950,0.0583,1.2550,0.9150,0.0466,-0.9989
1.9029,-2.4828,18.0620,0.7406,-3.0922,0.0508,1.2450,0.9650,0.0494,-0.9988
1.8526,-2.4853,18.1124,0.7427,-3.0899,0.0435,1.2450,0.9650,0.0517,-0.9987
1.8023,-2.4880,18.1627,0.7448,-3.0879,0.0363,1.2450,0.9550,0.0537,-0.9986
1.7520,-2.4907,18.2131,0.7468,-3.0863,0.0293,1.2450,0.9250,0.0552,-0.9985
1.7017,-2.4935,18.2634,0.7489,-3.0851,0.0223,1.2350,0.9250,0.0564,-0.9984
1.6514,-2.4964,18.3138,0.7510,-3.0844,0.0155,1.2350,0.9250,0.0572,-0.9984
1.6012,-2.4993,18.3641,0.7530,-3.0839,0.0088,1.2350,0.9350,0.0576,-0.9983
1.5510,-2.5022,18.4144,0.7551,-3.0838,0.0022,1.2250,0.9350,0.0578,-0.9983
1.5008,-2.5051,18.4647,0.7572,-3.0839,-0.0043,1.2250,0.8850,0.0576,-0.9983
1.4506,-2.5080,18.5150,0.7592,-3.0844,-0.0106,1.2250,0.8850,0.0572,-0.9984
1.4004,-2.5108,18.5653,0.7613,-3.0851,-0.0169,1.2250,0.8950,0.0565,-0.9984
1.3502,-2.5137,18.6155,0.7633,-3.0861,-0.0230,1.2150,0.8950,0.0555,-0.9985
1.3001,-2.5164,18.6657,0.7654,-3.0873,-0.0291,1.2150,0.8950,0.0542,-0.9985
1.2499,-2.5191,18.7159,0.7675,-3.0889,-0.0351,1.1650,0.8550,0.0527,-0.9986
1.1998,-2.5217,18.7661,0.7695,-3.0908,-0.0410,1.1550,0.8550,0.0508,-0.9987
1.1497,-2.5242,18.8163,0.7716,-3.0929,-0.0468,1.1550,0.8550,0.0487,-0.9988
1.0996,-2.5266,18.8664,0.7736,-3.0953,-0.0523,1.1550,0.8550,0.0462,-0.9989
1.0495,-2.5288,18.9166,0.7757,-3.0981,-0.0571,1.1550,0.8550,0.0435,-0.9991
0.9994,-2.5309,18.9667,0.7777,-3.1011,-0.0614,1.1550,0.8650,0.0405,-0.9992
0.9494,-2.5329,19.0168,0.7798,-3.1044,-0.0654,1.1450,0.8150,0.0372,-0.9993
0.8993,-2.5347,19.0669,0.7818,-3.1079,-0.0691,1.1450,0.8150,0.0337,-0.9994
0.8492,-2.5362,19.1170,0.7839,-3.1118,-0.0729,1.1450,0.8150,0.0298,-0.9996
0.7992,-2.5376,19.1671,0.7860,-3.1160,-0.0769,1.1450,0.8150,0.0256,-0.9997
0.7491,-2.5388,19.2171,0.7880,-3.1204,-0.0811,1.1450,0.8150,0.0212,-0.9998
0.6991,-2.5397,19.2672,0.7901,-3.1251,-0.0859,1.1450,0.8150,0.0165,-0.9999
0.6490,-2.5404,19.3172,0.7921,-3.1302,-0.0912,1.1350,0.8250,0.0114,-0.9999
0.5990,-2.5409,19.3673,0.7942,-3.1355,-0.0974,1.1350,0.8250,0.0061,-1.0000
0.5490,-2.5411,19.4173,0.7962,-3.1411,-0.1043,1.1350,0.8250,0.0005,-1.0000
0.4989,-2.5409,19.4674,0.7983,3.1363,-0.1122,1.1350,0.8250,-0.0053,-1.0000
0.4489,-2.5405,19.5174,0.8003,3.1301,-0.1211,1.1350,0.8250,-0.0115,-0.9999
0.3989,-2.5398,19.5674,0.8024,3.1236,-0.1311,1.1450,0.8150,-0.0180,-0.9998
0.3488,-2.5387,19.6175,0.8044,3.1169,-0.1423,1.1450,0.8150,-0.0247,-0.9997
0.2988,-2.5373,19.6675,0.8065,3.1099,-0.1551,1.1450,0.8150,-0.0317,-0.9995
0.2488,-2.5355,19.7176,0.8085,3.1026,-0.1692,1.1450,0.8150,-0.0390,-0.9992
0.1987,-2.5334,19.7677,0.8106,3.0950,-0.1845,1.1450,0.7650,-0.0466,-0.9989
0.1487,-2.5309,19.8178,0.8126,3.0872,-0.2007,1.1550,0.7650,-0.0544,-0.9985
0.0986,-2.5279,19.8679,0.8147,3.0790,-0.2177,1.1550,0.7550,-0.0626,-0.9980
0.0486,-2.5246,19.9181,0.8168,3.0696,-0.2354,1.1550,0.7550,-0.0719,-0.9974
-0.0014,-2.5207,19.9683,0.8188,3.0589,-0.2538,1.1650,0.7550,-0.0826,-0.9966
-0.0514,-2.5163,20.0184,0.8209,3.0467,-0.2739,1.1650,0.7450,-0.0947,-0.9955
-0.1013,-2.5112,20.0686,0.8229,3.0331,-0.2952,1.1750,0.7450,-0.1082,-0.9941
-0.1512,-2.5054,20.1188,0.8250,3.0181,-0.3177,1.1850,0.7450,-0.1231,-0.9924
-0.2010,-2.4988,20.1690,0.8270,3.0017,-0.3410,1.1950,0.7350,-0.1394,-0.9902
-0.2506,-2.4914,20.2192,0.8291,2.9839,-0.3650,1.2050,0.7350,-0.1570,-0.9876
-0.3001,-2.4830,20.2694,0.8312,2.9647,-0.3895,1.2150,0.7250,-0.1760,-0.9844
-0.3495,-2.4737,20.3196,0.8332,2.9440,-0.4142,1.2350,0.7150,-0.1963,-0.9805
-0.3986,-2.4632,20.3699,0.8353,2.9220,-0.4389,1.2450,0.7150,-0.2179,-0.9760
-0.4476,-2.4517,20.4202,0.8373,2.8985,-0.4634,1.2350,0.7050,-0.2407,-0.9706
-0.4964,-2.4390,20.4706,0.8394,2.8738,-0.4875,1.2350,0.6950,-0.2646,-0.9643
-0.5450,-2.4250,20.5212,0.8415,2.8477,-0.5110,1.2550,0.6850,-0.2897,-0.9571
-0.5933,-2.4096,20.5719,0.8436,2.8203,-0.5337,1.2850,0.6750,-0.3158,-0.9488
-0.6413,-2.3929,20.6227,0.8456,2.7918,-0.5554,1.2650,0.6850,-0.3427,-0.9394
-0.6890,-2.3747,20.6738,0.8477,2.7625,-0.5759,1.2950,0.7050,-0.3701,-0.9290
-0.7363,-2.3550,20.7250,0.8498,2.7325,-0.5950,1.3350,0.6950,-0.3978,-0.9175
-0.7831,-2.3339,20.7764,0.8519,2.7018,-0.6126,1.3750,0.6850,-0.4257,-0.9048
-0.8292,-2.3113,20.8277,0.8540,2.6702,-0.6283,1.3750,0.6650,-0.4541,-0.8909
-0.8745,-2.2873,20.8790,0.8562,2.6375,-0.6420,1.4250,0.6550,-0.4830,-0.8756
-0.9189,-2.2618,20.9301,0.8583,2.6036,-0.6539,1.4850,0.6950,-0.5124,-0.8587
-0.9622,-2.2349,20.9812,0.8603,2.5683,-0.6645,1.4350,0.6750,-0.5424,-0.8401
-1.0044,-2.2066,21.0320,0.8624,2.5316,-0.6737,1.4550,0.6550,-0.5729,-0.8196
-1.0453,-2.1768,21.0826,0.8645,2.4932,-0.6816,1.4750,0.6450,-0.6039,-0.7970
-1.0848,-2.1456,21.1329,0.8666,2.4529,-0.6884,1.4950,0.6250,-0.6355,-0.7721
-1.1228,-2.1130,21.1830,0.8686,2.4108,-0.6940,1.5050,0.6150,-0.6675,-0.7446
-1.1591,-2.0790,21.2327,0.8707,2.3665,-0.6985,1.5450,0.6350,-0.6998,-0.7144
-1.1937,-2.0435,21.2822,0.8727,2.3201,-0.7021,1.5550,0.6350,-0.7322,-0.6811
-1.2263,-2.0067,21.3314,0.8747,2.2714,-0.7050,1.5950,0.6150,-0.7645,-0.6447
-1.2569,-1.9685,21.3804,0.8767,2.2203,-0.7072,1.6050,0.5850,-0.7964,-0.6048
-1.2854,-1.9289,21.4292,0.8787,2.1685,-0.7087,1.5750,0.5650,-0.8266,-0.5627
-1.3117,-1.8880,21.4778,0.8807,2.1177,-0.7097,1.5450,0.5750,-0.8542,-0.5200
-1.3360,-1.8459,21.5264,0.8827,2.0680,-0.7101,1.4750,0.5850,-0.8789,-0.4769
-1.3581,-1.8026,21.5750,0.8847,2.0194,-0.7099,1.4150,0.5650,-0.9010,-0.4337
-1.3782,-1.7582,21.6237,0.8867,1.9721,-0.7093,1.3650,0.5550,-0.9205,-0.3906
-1.3962,-1.7129,21.6725,0.8887,1.9260,-0.7084,1.3750,0.5650,-0.9376,-0.3478
-1.4121,-1.6667,21.7213,0.8907,1.8811,-0.7070,1.3350,0.5250,-0.9522,-0.3054
-1.4261,-1.6197,21.7704,0.8927,1.8374,-0.7051,1.3050,0.5250,-0.9647,-0.2634
-1.4380,-1.5720,21.8196,0.8947,1.7948,-0.7031,1.2750,0.5350,-0.9750,-0.2221
-1.4480,-1.5236,21.8689,0.8967,1.7532,-0.7011,1.3050,0.5350,-0.9834,-0.1814
-1.4560,-1.4747,21.9185,0.8988,1.7127,-0.6994,1.2850,0.5050,-0.9900,-0.1414
-1.4620,-1.4254,21.9682,0.9008,1.6731,-0.6984,1.2750,0.4950,-0.9948,-0.1021
-1.4662,-1.3756,22.0182,0.9029,1.6343,-0.6983,1.3150,0.4950,-0.9980,-0.0634
-1.4684,-1.3255,22.0683,0.9049,1.5963,-0.6981,1.3150,0.4950,-0.9997,-0.0255
-1.4687,-1.2752,22.1186,0.9070,1.5589,-0.6985,1.3150,0.4950,-0.9999,0.0119
-1.4672,-1.2248,22.1690,0.9091,1.5222,-0.6994,1.3150,0.4950,-0.9988,0.0486
-1.4638,-1.1744,22.2196,0.9111,1.4860,-0.7007,1.3750,0.4950,-0.9964,0.0847
-1.4586,-1.1239,22.2703,0.9132,1.4501,-0.7023,1.3850,0.4950,-0.9927,0.1204
-1.4516,-1.0736,22.3211,0.9153,1.4146,-0.7039,1.3450,0.4850,-0.9878,0.1556
-1.4428,-1.0235,22.3720,0.9174,1.3793,-0.7054,1.3650,0.4850,-0.9817,0.1904
-1.4322,-0.9737,22.4229,0.9195,1.3441,-0.7066,1.3350,0.5250,-0.9744,0.2248
-1.4199,-0.9243,22.4738,0.9216,1.3090,-0.7075,1.3550,0.5150,-0.9659,0.2588
-1.4059,-0.8753,22.5248,0.9236,1.2738,-0.7078,1.3350,0.5050,-0.9562,0.2927
-1.3901,-0.8268,22.5758,0.9257,1.2384,-0.7075,1.3150,0.5150,-0.9453,0.3263
-1.3726,-0.7790,22.6267,0.9278,1.2029,-0.7065,1.3450,0.5450,-0.9331,0.3597
-1.3535,-0.7319,22.6775,0.9299,1.1670,-0.7048,1.3350,0.5350,-0.9196,0.3929
-1.3327,-0.6855,22.7283,0.9320,1.1307,-0.7024,1.3250,0.5650,-0.9047,0.4260
-1.3103,-0.6401,22.7790,0.9341,1.0939,-0.6993,1.3750,0.5550,-0.8884,0.4590
-1.2862,-0.5956,22.8296,0.9361,1.0565,-0.6954,1.3750,0.5950,-0.8706,0.4919
-1.2606,-0.5522,22.8800,0.9382,1.0184,-0.6907,1.3750,0.5750,-0.8513,0.5247
-1.2333,-0.5099,22.9303,0.9403,0.9798,-0.6851,1.4450,0.5950,-0.8304,0.5572
-1.2046,-0.4687,22.9805,0.9423,0.9419,-0.6786,1.4550,0.6250,-0.8087,0.5882
-1.1743,-0.4287,23.0307,0.9444,0.9050,-0.6712,1.4850,0.6650,-0.7864,0.6177
-1.1427,-0.3899,23.0807,0.9464,0.8692,-0.6627,1.5650,0.6950,-0.7638,0.6454
-1.1097,-0.3522,23.1308,0.9485,0.8344,-0.6533,1.5450,0.7250,-0.7409,0.6716
-1.0755,-0.3157,23.1809,0.9505,0.8006,-0.6429,1.5450,0.7450,-0.7178,0.6963
-1.0400,-0.2803,23.2310,0.9526,0.7679,-0.6314,1.5050,0.7750,-0.6946,0.7194
-1.0034,-0.2461,23.2811,0.9547,0.7362,-0.6190,1.4650,0.7950,-0.6715,0.7410
-0.9657,-0.2130,23.3313,0.9567,0.7055,-0.6055,1.4450,0.8150,-0.6484,0.7613
-0.9270,-0.1810,23.3815,0.9588,0.6758,-0.5910,1.3750,0.8350,-0.6255,0.7802
-0.8873,-0.1501,23.4317,0.9608,0.6471,-0.5743,1.3550,0.8550,-0.6028,0.7979
-0.8468,-0.1204,23.4820,0.9629,0.6192,-0.5570,1.2950,0.8750,-0.5804,0.8143
-0.8054,-0.0917,23.5323,0.9650,0.5922,-0.5390,1.2950,0.8950,-0.5582,0.8297
-0.7633,-0.0642,23.5826,0.9670,0.5660,-0.5205,1.2450,0.9150,-0.5363,0.8440
-0.7206,-0.0378,23.6329,0.9691,0.5406,-0.5015,1.1950,0.9250,-0.5147,0.8574
-0.6771,-0.0124,23.6832,0.9711,0.5160,-0.4821,1.2050,0.9450,-0.4934,0.8698
-0.6332,0.0118,23.7334,0.9732,0.4922,-0.4624,1.1550,0.9550,-0.4726,0.8813
-0.5886,0.0350,23.7836,0.9753,0.4694,-0.4424,1.1150,0.9750,-0.4524,0.8918
-0.5436,0.0572,23.8338,0.9773,0.4477,-0.4223,1.0850,0.9850,-0.4329,0.9015
-0.4982,0.0785,23.8840,0.9794,0.4269,-0.4020,1.0450,1.0050,-0.4141,0.9102
-0.4523,0.0988,23.9342,0.9814,0.4072,-0.3817,1.0150,1.0150,-0.3960,0.9182
-0.4059,0.1183,23.9845,0.9835,0.3885,-0.3614,1.0450,1.0250,-0.3788,0.9255
-0.3593,0.1369,24.0347,0.9856,0.3708,-0.3412,1.0150,1.0350,-0.3623,0.9321
-0.3122,0.1547,24.0850,0.9876,0.3540,-0.3212,0.9850,1.0550,-0.3467,0.9380
-0.2649,0.1718,24.1353,0.9897,0.3383,-0.3014,0.9650,1.0650,-0.3319,0.9433
-0.2173,0.1882,24.1856,0.9917,0.3236,-0.2819,0.9450,1.0750,-0.3180,0.9481
-0.1695,0.2038,24.2360,0.9938,0.3098,-0.2629,0.9250,1.0850,-0.3049,0.9524
-0.1214,0.2189,24.2863,0.9959,0.2970,-0.2442,0.9050,1.0950,-0.2927,0.9562
-0.0732,0.2333,24.3366,0.9979,0.2852,-0.2261,0.8850,1.1050,-0.2813,0.9596
-0.0249,0.2472,24.3870,1.0000,0.2743,-0.2086,0.8650,1.1150,-0.2709,0.9626
